81, "0,15140681225291594"
76, "0,15153404749551733"
71, "0,15157844080479785"
106, "0,15174350665640593"
91, "0,15177271680294901"
66, "0,1518205528083965"
86, "0,15182726425969162"
101, "0,151879918254985"
96, "0,15197932192355224"
61, "0,1525666765785825"
111, "0,15312625065681118"
116, "0,15334275562949573"
121, "0,1535766627525804"
131, "0,15366197728915518"
136, "0,15435385612277877"
56, "0,15455573155654337"
126, "0,15462619375897949"
146, "0,15517199106212595"
141, "0,15537597450227775"
51, "0,15540619810187747"
46, "0,15656398053853535"
41, "0,15785501997897494"
36, "0,15992888476498876"
31, "0,1629072141043685"
26, "0,16567382654530052"
21, "0,170004675221896"
16, "0,17494240066618294"
11,"0,1826076565920817"
1,"0,1893826235952203"
6,"0,191566749336079"
